chroma_freqs,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
0.43080726,1946.3310796193784,1979.9119618616166,3955.531172962587,0.09742287195475638,-67.73307,111.70729,-34.638653,61.314373,0.052635245,30.55697,-12.687903,21.154879,-13.119317,16.277117,-6.327084,12.300595,-12.468254,1.6736463,-5.1377034,4.6437206,-6.910593,1.0412093,-4.727178,-0.66212696,blues
0.30696583,2595.0823249210684,2519.1688215468994,5660.126511292779,0.1291906086861949,-118.68523,87.61204,6.561461,45.09775,-38.89035,20.827126,-26.844313,13.802651,-17.224989,5.1033344,-15.703388,3.9848607,-27.523129,3.057475,-15.949293,10.866509,-12.646425,2.814977,-13.3406925,-4.368555,blues
0.39799592,2272.4395473323143,2356.806513929841,5108.215360353828,0.09764303279679042,-110.24799,90.702934,-2.525756,74.05794,-11.753322,39.207737,-13.1605625,20.542093,-17.15309,12.812633,-21.430073,5.952004,-8.023324,4.2323313,-16.481607,6.5447097,-5.692046,-3.643349,-4.8527536,1.8532262,blues
0.3409136,1530.1766787460795,2039.0365160924296,3550.5220984084976,0.05603980870552978,-207.5017,123.991264,8.955127,35.877647,2.9073198,21.510466,-8.560436,23.370686,-10.099661,11.900497,-5.555639,5.3763275,-2.2317603,4.2201405,-6.0121484,0.92799747,-0.73112476,0.29507312,-0.28351822,0.5312157,blues
0.39368767,1977.2342507767992,1928.1088183371203,3943.4489309926043,0.10660165313225058,-55.607544,114.931625,-37.031944,64.8895,-7.1417155,15.23794,-16.232676,18.631575,-9.752268,21.454283,-5.648911,12.788085,-16.530478,3.7929175,-7.900902,8.470493,-4.071422,3.2033134,-5.184596,-1.2799007,blues
0.27757534,1318.1914651872382,1904.5479565843298,3044.8831863580335,0.039961269818252126,-256.01666,110.85586,21.525787,67.54189,4.306012,43.086628,-4.494886,10.416362,-8.694551,1.6574184,-20.58705,-2.451857,-7.1194587,-11.165335,-12.61113,2.7265158,-8.951504,-7.9397025,-2.3386128,-0.7058655,blues
0.2623638,1537.098020551203,2157.3630489633424,3602.423279799884,0.04570244525812065,-217.15489,105.78446,15.606509,25.259819,-1.4457653,30.199509,-17.717384,17.318798,-27.218798,4.336658,-20.061996,-10.700786,-14.232641,-5.156592,-3.4814634,-6.189352,-15.322095,-6.8323135,-9.825188,-13.940664,blues
0.45274577,2030.6571856229584,1987.3831480166216,4063.388705862094,0.10339893597737819,-57.9196,108.99029,-36.207565,64.045525,1.4388397,26.311611,-17.477789,20.42527,-9.540508,18.169731,-6.060152,13.864052,-11.291088,4.6654935,-6.3944345,3.2181194,-8.08371,-1.7249703,-5.4291754,-2.5794437,blues
0.32280922,2159.3919998358315,2130.2243806567953,4684.529188116299,0.09834769854505027,-133.01598,105.73445,-22.15,41.831097,-26.984575,19.115873,-26.562515,19.230762,-15.33801,6.9865093,-10.808672,6.796416,-11.725245,4.393897,-6.0277824,1.9619952,-12.309116,3.2563548,-8.804639,-3.3718672,blues
0.2535532,1330.7156174639015,1973.410537701726,2898.7888132613107,0.04294722484048724,-221.84349,110.852425,18.63755,30.92843,3.2962282,22.589956,-20.406555,12.122969,-26.330458,-4.354131,-26.383854,-13.032196,-12.655037,-1.8158433,-7.2590013,-6.6609855,-14.688093,-11.713449,-11.024652,-13.389859,blues
0.33790562,2258.0093136888186,2175.940748059711,4754.5995300717805,0.1127057352088167,-95.426796,101.38338,-20.666855,48.666817,-30.240248,20.804087,-18.28576,14.132891,-12.792978,13.436675,-14.066975,7.7266455,-19.2104,2.8538978,-9.815371,6.909789,-11.293304,8.941849,-2.951057,-0.9730301,blues
0.3039933,1409.9552556449528,1512.3102651538215,2765.9008052675463,0.06295882576856149,-173.7925,137.18669,-23.724047,26.978426,-16.657692,4.180879,-12.559928,5.8321824,-2.874318,-1.1974202,-1.9548342,1.8015001,-2.9896472,-1.8666565,-0.7927427,-3.0159667,-0.44005376,-1.9945513,-0.7484701,-4.991314,blues
0.26052457,1132.1359575420695,1582.635546382416,2064.9642342481147,0.04829301708720031,-314.5492,139.91534,11.902837,30.142546,-7.5472965,14.918786,-2.708118,6.7304277,-6.364284,2.8121312,-11.729843,2.0871139,-11.4379225,-9.496204,-15.176542,-9.339566,-5.6821423,1.569424,0.88909966,-7.959036,blues
0.34188026,2094.770098794408,2158.4328273317496,4482.428502483323,0.10054024374033256,-30.098185,103.73253,-19.73797,56.415596,-12.698808,20.18955,-17.337538,16.289865,-18.441038,8.919275,-11.649422,11.2163925,-8.838416,9.09342,-3.5793562,4.3699646,-2.825943,4.7218423,0.4906469,1.471667,blues
0.25524586,1151.0089925770378,1709.0839761116583,2311.446966538573,0.03532089858855375,-301.7305,111.54288,21.900229,16.151121,8.200673,22.084373,-8.597672,1.4887747,-17.071402,-8.334585,-17.00836,-10.5737705,-15.679576,-12.594489,-12.256569,-14.560317,-10.100236,-5.785847,-7.768403,-7.1806436,blues
0.2658881,1514.1006734453892,2141.012234070475,3451.915682551479,0.044373172249613305,-192.65746,111.15712,21.361006,26.399405,-0.64434767,23.491514,-25.469894,16.923105,-16.975649,5.7756433,-25.738422,-5.051984,-17.62749,-7.916775,-15.155122,-12.356138,-17.234728,-7.7786775,-13.030936,-17.931171,blues
0.3051751,2428.92876695113,2286.7107801380635,5064.932456315255,0.13464138328982986,-89.35489,93.80039,-14.56005,54.38864,-33.50299,19.423904,-19.761011,13.031586,-13.861511,14.615302,-14.968037,10.597504,-18.02217,6.655318,-10.208496,6.537729,-10.848482,3.3217015,-6.1866097,3.0052185,blues
0.27395043,1817.150863125721,1973.7733063015253,3943.490565182715,0.07917482356921887,-213.23999,115.1656,-11.693431,39.01427,-20.341278,13.077605,-9.173518,9.011447,-14.100632,4.2659416,-6.0461674,3.782207,0.2217993,-5.1093993,-0.41023037,-1.1799207,-1.9168046,-2.2926607,2.881967,-4.2352037,blues
0.30261162,1390.3015575567936,1911.3145801760022,3006.1717163935614,0.05258634232405259,-230.35765,127.07833,7.1234465,39.7749,1.9210494,17.41178,-5.619415,8.249393,-18.116888,13.835064,-3.7699323,2.5720189,-4.3183455,6.8063755,-6.167102,-6.1987495,-4.5001836,-1.8223381,-0.5171001,1.5099173,blues
0.37952945,2148.1976094245806,2204.3318445721256,4672.197141005656,0.09876687270398299,-106.355354,102.656296,-20.146088,59.348873,-9.948381,33.68739,-14.171321,23.521471,-13.313561,15.990457,-18.92353,7.8130856,-7.7854447,4.0380297,-11.343647,2.060206,-5.7312684,0.47028273,-1.9038109,-3.1316316,blues
0.27615547,1115.728201941125,1399.0968254764118,2290.6465251595127,0.04801998743232792,-248.96225,139.03177,-16.240025,57.11619,20.192362,10.160373,4.5760756,0.337924,-7.862825,-3.4702466,-2.6488252,-2.8426704,-0.89477503,-2.4133794,2.5705972,-5.8710003,-12.412888,-7.302002,-0.9235854,-2.6985795,blues
0.36824474,1827.2085001488215,1898.679904614823,3743.563184273492,0.09403926793310131,-54.683254,119.47452,-34.855633,37.535534,-15.873322,22.06904,-14.65143,18.519676,-9.633944,11.256524,-11.72151,11.538056,-6.4248967,1.7949309,-5.877292,0.37208012,-9.068514,-2.030223,-5.418258,0.02864685,blues
0.33685884,1441.899256960002,1870.4054000660294,3082.8036067104117,0.05086923880993813,-155.55882,125.645325,1.6011218,45.81634,0.9202861,25.36058,-10.786452,15.5523,-11.912316,1.2670236,-6.6612606,-0.7978538,-7.7417,0.41506058,-7.0244427,3.999647,-6.2525425,0.96941465,2.0269156,-5.7370443,blues
0.33265,2553.361182654169,2280.266169662653,5148.3757001341355,0.14683293153035576,-85.108765,88.799706,-16.312859,59.22676,-35.976448,14.38884,-22.2948,9.65423,-14.81846,11.175133,-14.799716,8.47294,-19.585276,6.4127846,-13.775701,6.1138253,-13.147978,3.931494,-7.612429,3.752392,blues
0.302124,1088.8442297527454,1410.984259420963,2134.9929420134863,0.048326248912412995,-245.69937,140.49109,-2.7897544,60.431435,18.919052,9.829609,3.559146,0.5153716,-16.387682,6.627509,7.2592144,-4.014427,1.6021209,5.8950095,-3.0214696,-4.773669,-3.0309892,-1.9940878,-0.046753615,-3.9712281,blues
0.3776144,1612.514944961083,1971.623034438333,3468.3195534549013,0.05819685626933488,-177.57228,115.38725,9.979878,54.034634,7.625124,28.303383,-9.040527,20.045628,-15.040257,6.2113996,-5.691803,1.3877164,-5.8224025,5.0165563,-0.747595,5.0681143,-5.0881195,-2.8068993,2.431824,-5.379063,blues
0.4124447,2171.445862789447,1954.4902598720162,4237.319698466502,0.1328151434406419,-76.69792,105.738205,-43.172153,60.954273,-8.757208,21.224146,-12.855764,18.596252,-11.396047,14.538467,-6.048135,12.722727,-9.365226,1.3488976,-3.6112764,6.9915385,-4.0574303,-0.27433708,-3.6986418,-0.5005872,blues
0.3079548,1451.6670658428156,1577.2709414206088,2954.836759987674,0.061442246108855375,-179.34714,136.46901,-26.673138,39.98424,5.304416,10.928612,-20.564827,8.511157,-11.357249,-3.4683466,-8.419937,-6.9497156,-3.5391393,-8.041617,-8.960675,-8.426084,-10.568935,-10.784514,-4.6906776,-8.630722,blues
0.29095978,1109.3527843880802,1463.217701555025,2243.3417583562937,0.051697390999613305,-249.28456,131.00468,0.67143506,66.70393,17.914803,4.6216865,6.6131053,1.2425212,1.4125673,-1.5898086,-0.9819215,-3.5757904,-2.9269552,4.600675,7.480606,-0.1875319,-2.823469,-2.6753805,0.7406137,-0.53098303,blues
0.37506238,1236.230772340908,1601.9219812724646,2603.335946563225,0.04461485825116009,-148.6404,145.7819,-9.368233,48.44339,10.560847,17.998108,-2.6286,16.94836,-11.505926,8.71608,-8.173254,3.2157059,-0.66475207,-0.7345119,-6.8172235,-3.939426,-15.740178,-5.6208515,-5.787607,-0.03758425,blues
0.23339812,1247.355029710244,1908.0921517329518,2620.1894667198376,0.03690734060808198,-200.1993,116.36308,18.04737,25.26357,0.31005454,24.177252,-22.223515,11.183534,-26.846264,-7.6373806,-24.856096,-12.012267,-17.015976,-8.11307,-11.953769,-12.621813,-14.193202,-8.207759,-15.015006,-10.3068495,blues
0.36363718,1552.811864761004,1747.7023116676032,3042.2602323810906,0.07629120746326373,-90.722595,140.4463,-29.09389,31.684334,-13.984504,25.764742,-13.664874,11.639934,-11.783642,9.7187605,-13.133803,5.791199,-8.907628,-1.0770003,-9.229274,2.4516897,-7.7290926,-1.8164068,-3.4397204,-2.2312589,blues
0.41417623,2333.510453703183,2227.3997563719604,4942.594552095417,0.12381951493619489,-2.5103695,101.25532,-33.922623,41.525246,-13.803001,31.917938,-21.868828,24.46566,-15.869251,15.800549,-14.362423,12.509906,-13.368964,6.1174884,-9.05648,5.0431356,-11.329321,3.1696892,-4.5706387,-4.0379434,blues
0.39614406,2060.7502905506753,2084.838436944134,4220.074816922854,0.11336735063805105,-38.97417,112.06424,-31.822336,38.236313,-6.324873,23.323317,-18.773476,23.934689,-10.934224,13.240876,-14.373942,13.325974,-10.919154,9.788204,-5.0289197,7.214075,-6.740202,2.6569397,-4.3846083,0.4128206,blues
0.4294368,1739.134032915427,2290.4071318859023,4551.141569841212,0.048048310010634185,-163.21677,89.77885,12.976252,80.7023,3.665379,39.73874,-5.406735,26.493734,-13.169928,2.7048783,-20.550137,6.014823,-2.9036598,-0.42832914,-17.539125,4.164019,-5.987197,-7.8641725,-8.569909,1.8542717,blues
0.26311222,1120.019466933193,1447.8898990912126,2323.820647839327,0.04727604770881671,-274.3658,130.41125,-6.351287,70.402985,13.269728,9.473776,7.7353296,-1.2349664,-0.5723901,-2.3033547,3.773516,0.07561241,-0.93897176,2.2962253,4.2941175,-1.6612144,-10.4394245,-6.793103,-1.0657777,-1.5838869,blues
0.2762448,1309.3824080697555,1883.0429032287732,2763.1862560723607,0.03938839846771075,-288.7151,105.92636,18.81995,23.67446,5.700168,25.559086,-13.450494,12.429512,-11.961186,1.5895077,-15.62307,-6.638755,-11.685788,-2.935766,-7.378426,-15.693846,-10.957293,-10.879779,-18.501955,-19.117844,blues
0.29132798,1459.366471695765,1389.009131184951,2795.610963330191,0.07305223740815932,-190.05237,130.28908,-36.369534,33.029034,11.108783,-0.60558367,-20.871855,0.27302483,-6.4861403,-5.5167675,-7.8397517,-3.1285918,-6.596197,-9.950378,-6.535177,-10.068052,-10.913175,-6.971337,-3.4365046,-6.4834666,blues
0.33900777,1443.8101061604425,1670.850631825415,3070.713037902407,0.0671879531612529,-225.23013,117.626884,-14.539373,64.796036,12.908661,19.03742,10.66617,9.886662,-2.3966432,11.685089,1.5415068,3.0658138,-7.627124,-8.95482,-4.349343,-0.06272073,-2.5589147,-3.4455018,-3.870722,1.314719,blues
0.28870732,1391.841952007111,1494.9545749894323,2811.698414388776,0.07241441294470224,-228.1671,130.33966,-23.310709,70.20022,1.1293262,7.589114,0.9033958,1.9944435,-6.158844,-9.380717,-2.5635748,-4.5218472,-0.26998648,0.17045103,-1.5287303,1.467687,-6.9808435,-8.324486,4.2408886,0.99173754,blues
0.28983942,2513.313017423198,2344.9847348985395,5246.748964526537,0.13510738411156226,-113.175255,88.7322,-8.929574,49.483223,-34.589897,15.860617,-17.742317,14.715835,-11.197931,15.369883,-15.075742,8.753591,-18.62875,5.4634027,-9.274706,8.016563,-9.543595,5.868115,-4.403294,3.624051,blues
0.3766846,1239.1955798268343,1659.8409326614265,2517.2530950913574,0.05087905730375097,-206.26399,126.616615,10.599262,43.217922,12.512424,19.433655,0.36365885,12.744846,-4.5686154,4.0517354,-4.4078407,3.657619,-1.446164,-1.6919886,-7.1613965,1.1721131,-6.224447,0.60209835,-1.6060246,-0.5327496,blues
0.33642042,2013.0116652479721,2310.1404494188737,4848.826029129205,0.07532370818832174,-149.94028,93.65089,6.35507,71.50347,-8.1215315,36.191166,-9.775336,17.64784,-21.10752,-0.13968186,-22.201908,5.4219465,-7.4585786,-4.332863,-12.3994055,9.621233,-5.0170197,-3.7061696,2.3444357,4.160647,blues
0.2920013,2371.4805438318162,2210.070449826128,5005.229027697216,0.12512877332269914,-121.44898,96.08054,-19.58984,48.030216,-38.775303,24.759705,-32.93043,8.096977,-17.80806,6.11492,-19.983772,6.8023176,-19.326958,-0.11432734,-12.254405,-4.9280047,-10.41424,-2.0437806,-1.7626904,-3.9624534,blues
0.28082263,1209.9878628924062,1497.6915639530437,2521.741260785238,0.052467009860788866,-227.22534,137.78807,-14.499568,63.56093,5.6176686,11.958148,1.9079686,-1.8893871,-7.6042166,-2.4732885,-2.89101,-9.433393,-10.929217,3.5694757,4.1498003,0.08880902,-2.9859648,-1.3861687,7.541378,-3.0357234,blues
0.42205614,991.393512731122,1396.7940211423736,1943.4007259643272,0.03605237637761021,-236.27983,161.68945,-1.1508033,27.263287,9.5977,20.60874,0.2329619,13.795558,-0.50778925,10.173831,-4.457792,5.5118365,-3.724823,-0.8990815,-4.9057174,-2.8614955,-3.7571576,-3.344598,-2.4098625,-3.7767007,blues
0.32110038,1046.5500105240208,1481.0580892453977,1830.330592463022,0.047907452387857694,-264.7226,138.86844,11.194063,48.50426,14.930757,20.580284,3.2070086,1.2489557,-15.846457,15.978459,3.369133,-1.5108066,1.9059253,6.32838,-0.9933916,-2.4194524,-3.6802151,0.49150062,5.041454,-0.7768498,blues
0.33917513,2141.518181873434,2168.2970798657957,4628.622797636311,0.10512510271655066,-29.326496,108.64619,-25.548882,38.452442,-18.309029,21.78704,-25.132902,22.377872,-17.582577,14.664047,-12.076519,5.4757824,-7.672954,7.401953,-11.304563,7.2200356,-9.472966,1.9336591,-6.3272367,-1.3042148,blues
